91,DELL Optiplex 780 Windows 10,5,This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing  basic cleaning  inspection  and repackaging. The product ships with all relevant accessories  a minimum 90-day warranty  and may arrive in a generic box. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.com,2,19,0,now(),now()
92,Acer Chromebook R 11 Convertible,5,Use the Chromebook R 11 as a tablet on-the-go  optimize productivity in its comfortable notebook mode  and pivot the screen in multiple ways to share and create with others. The Chromebook detects the mode you are in and automatically adjusts the sound when display is flipped over  as well as the content of screen display.,2,32,0,now(),now()
93,Apple Certified Lightning to USB Cable,5,Apple MFi certified charging and syncing cable for your Apple devices Apple MFi certification ensures complete charge and sync compatibility with iPhone 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad Pro / iPad Air / Air 2 / iPad mini / mini 2 / mini 4 / iPad 4th gen / iPod Touch 5th gen / iPod nano 7th gen and Beats Pill+,2,12,0,now(),now()
94,Apple iPad 2 ,5,This Certified Refurbished product has been tested and certified to work and look like new  with minimal to no signs of wear  by a specialized third-party seller approved by Amazon. The product is backed by a minimum 90-day warranty  and may arrive in a generic brown or white box. Accessories may be generic and not directly from the manufacturer.,2,21,0,now(),now()
95,All-New Fire HD 8 Tablet with Alexa,5,"The next generation of our best-reviewed Fire tablet  with up to 12 hours of battery life  a vibrant 8"" HD display  a 1.3 GHz quad-core processor  1.5 GB of RAM  and Dolby Audio. More durable than the latest iPad.",31,20,0,now(),now()
96,Apple 42mm Smart Watch,5,Stay connected in style with the 2015 42mm Apple Watch Sport  which comes with a rose gold anodized aluminum chassis and a stone fluoroelastomer Sport band. Designed for users looking for the next generation of connectivity  Apple's Watch moves your iPhone's apps and functions to your wrist so you can do more while leaving your phone in your pocket.,12,10,0,now(),now()
97,Apple iPhone 5S,5,"Type: LED-backlit IPS LCD  capacitive touchscreen  16M colors  Size: 4.0 inches (~60.8% screen-to-body ratio)  Resolution: 640 x 1136 pixels (~326 ppi pixel density)  Multitouch: Yes  Protection: Corning Gorilla Glass  oleophobic coatingFactory unlocked iPhones are GSM models and are only compatible with GSM carriers like AT&T and T-Mobile as well as other GSM networks around the worldOS: iOS 7  Chipset: Apple A7  CPU: Dual-core 1.3 GHz Cyclone (ARM v8-based)  GPU: PowerVR G6430 (quad-core graphics) 8 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus  dual-LED (dual tone) Flash + Front-Facing 1.2 Megapixel Camera  720p@30fps  face detection  FaceTime over Wi-Fi or Cellular  VideoIncludes a minimum 90 day seller warranty",12,11,0,now(),now()
98,Apple iPhone 6 ,5,This Certified Refurbished product has been tested and certified to work and look like new  with minimal to no signs of wear  by a specialized third-party seller approved by Amazon. The product is backed by a minimum 90-day warranty  and may arrive in a generic brown or white box. Accessories may be generic and not directly from the manufacturer. 4.7-inch touchscreen display with a resolution of 750 pixels by 1334 pixels at a PPI of 326 pixels per inch.,1,13,0,now(),now()
99,Huawei Honor 6X Dual Camera Unlocked Smartphone,5,The dual-lens 12MP Camera captures colorful HD photos day or night  with ultra-fast focus.Android 7.0 Nougat + EMUI 5.0. Octa-Core processor(16nm) and 3GB RAM  Plus the smart file system allows for gaming  browsing  listening to music or running multiple apps at the same time.  Wide Aperture range (F/0.95-Back for/16) allows for a professional-grade shallow depth of field blurred background effect. The Honor 6X battery delivers a delightful 2.15 days of usage  and 1.5 days of very heavy usage  on a full charge. If two SIM cards are inserted  One SIM card at a time is set as 4G/3G/2G  the other slot will be set to only support 2G Networks.,6,12,0,now(),now()
100,Sony Xperia M5 E5653 16GB 5-inch 4G LTE Factory Unlocked,5,This is an international version: An international version item is a product not originally intended for sale in the U.S. Depending on the country of origin  international versions of a product may differ from domestic versions in their default settings  packaging  AC adapters  accessories  manufacturer warranties  and other features. ,2,13,0,now(),now()
